"municipio";"nombre_cine";"numero_pantallas";"fecha_inaguracion";"direccion";"comunidad"
"Rúa, A";"Cine Rialto";"2";"1936";"c/ Doctor Vila Darriba, 33";"GALICIA"
"Sada";"Cine Moderno (Salón Moderno, Teatro Moderno)";"2";"1921";"c/ Linares Rivas, 4";"GALICIA"
"Sada";"Cine Ramos";"2";"1946";"Carnoedo";"GALICIA"
"Sada";"Cine Royalty";"2";"1962";"Avda. Barrié de la Maza, 5";"GALICIA"
"San Sadurniño";"Cine San Saturnino (Cine Avenida)";"2";"1950";"Ctra. De San Sadurniño";"GALICIA"
"Santa Comba";"Cine Nuevo (""Cine de Celestino"")";"1";"1958";"Avda. Alfonso Molina, 8";"GALICIA"
"Santiago de Compostela";"Cine NUMAX";"3";"2015";"c/ Concepción Arenal, 9";"GALICIA"
"Santiago de Compostela";"Cine Valle‐Inclán";"1";"1983";"c/ Fernando III el Santo, 12";"GALICIA"
"Santiago de Compostela";"Cine Yago";"1";"1946";"Rúa do Vilar, 51";"GALICIA"
"Santiago de Compostela";"Cines Compostela (Multicines Compostela)";"3";"1996";"c/ Ramón Piñeiro, 3";"GALICIA"
"Santiago de Compostela";"Sala Capitol (Cine Capitol)";"2";"1935";"c/ Concepción Arenal, 5";"GALICIA"
"Santiago de Compostela";"Salón Teatro (Teatro de la Casa Social Católica)";"3";"1920";"Rúa Nova, 34";"GALICIA"
"Sanxenxo";"Cine Don Juan (Cine Torres)";"1";"1957";"c/ Vilar, 2 (Vilalonga)";"GALICIA"
"Sanxenxo";"Cine La Terraza";"2";"1915";"c/ Progreso, 63‐65";"GALICIA"
"Sanxenxo";"Cine Rías Bajas";"1";"1969";"Avda. Madrid, 35";"GALICIA"
"Sarria";"Cine Capitol";"1";"1966";"c/ Diego Pazos, 75";"GALICIA"
"Sarria";"Cine CISSA";"2";"1947";"c/ Marqués de Ugena, 51";"GALICIA"
"Saviñao, O";"Cine Capitol";"2";"1962";"Escairón";"GALICIA"
"Saviñao, O";"Cine YECA";"1";"1963";"Avda. Buenos Aires, 4 (Escairón)";"GALICIA"
"Soutomaior";"Cine Sotomayor";"2";"1950";"Barrio de Lourido";"GALICIA"
"Taboada";"Cine URDI (Cine YECA)";"2";"1959";"Taboada";"GALICIA"
"Tomiño";"Cine Avenida (Cine Tomiño)";"3";"1950";"c/ República Argentina, 3 (O Seixo)";"GALICIA"
"Tomiño";"Cine Goya";"2";"1946";"Avda. Ordóñez, 45 (Goián)";"GALICIA"
"Tui";"Cine Yut (Salón Yut)";"2";"1943";"c/ Porta da Pía, 4";"GALICIA"
"Valadouro, O";"Salón Cinema";"1";"1945";"Avda. de Viveiro (Ferreira do Valadouro)";"GALICIA"
"Valdoviño";"Cine Paraíso";"2";"1949";"Lugar de Lanzós. Lago";"GALICIA"
"Valdoviño";"Cine Reverte";"2";"1966";"Lugar de Cantodomuro. Meirás";"GALICIA"
"Valdoviño";"Cine Robles";"2";"1948";"Cruce de carretera de Valdoviño con Meirás. Lugar de Lago";"GALICIA"
"Verín";"Cine Buenos Aires";"2";"1956";"Avda. Luis Espada, 73";"GALICIA"
"Viana do Bolo";"Cine Capitol (Cine Prada)";"2";"1959";"c/ San Roque";"GALICIA"
"Vicedo, O";"Cine Avenida";"2";"1951";"Travesía da Mariña, 124";"GALICIA"
"Vicedo, O";"Salón Doval";"2";"1932";"Lugar de San Román";"GALICIA"
"Vicedo, O";"Salón Ribeira";"2";"1935";"Lugar de O Folgueiro, Suegos";"GALICIA"
"Vigo";"Cine Camaruxo";"2";"1951";"Avda. Ramón Nieto, 501";"GALICIA"
"Vigo";"Cine Mary";"2";"1958";"Camiño do Portal, 25 (Valladares)";"GALICIA"
"Vigo";"Cine Plata";"1";"1968";"c/ Urzaiz, 81 (Galerías Park)";"GALICIA"
"Vigo";"Cine Rosalía Castro";"3";"1926";"c/ Marqués de Valladares, 10";"GALICIA"
"Vigo";"Cine Teatro Salesianos (Cine Salesianos)";"3";"1974";"c/ Venezuela, 3";"GALICIA"
"Vigo";"Cine Vigo";"1";"1961";"c/ López de Neira, 22";"GALICIA"
"Vigo";"Multicines Norte (Cines Norte)";"3";"1982";"c/ Vía del Norte, 22";"GALICIA"
"Vigo";"Teatro Cine Fraga (Cine Fraga)";"1";"1948";"c/ Uruguay, 1‐3";"GALICIA"
"Vila de Cruces";"Cine de Fontao (Cine Minas de Fontao)";"3";"1959";"Poblado de Fontao (O Fontao)";"GALICIA"
"Vilagarcía de Arousa";"Multicines Gran Arousa";"3";"2001";"Centro Lúdico Puerto deportivo. Peirao Pasaxeiros, s/n";"GALICIA"
"Vilagarcía de Arousa";"Villajuán Cinema (Cine Villajuán)";"1";"1910";"Vilaxoán (Lugar de Preguntoiro)";"GALICIA"
"Vilanova de Arousa";"Cine Ideal (Ideal Cinema Bayón)";"1";"1947";"Ctra. Pontevedra a Vilagarcía. Baión";"GALICIA"
"Vilarmaior";"Cine Radio";"1";"1949";"Lugar de Feira do Tres, 41";"GALICIA"
"Viveiro";"Cines Viveiro (Multicines A Mariña)";"3";"2000";"c/ Misericordia, 19";"GALICIA"
"Viveiro";"Teatro Nicomedes Pastor Díaz";"3";"1919";"c/ Constanza de Castro, 19";"GALICIA"
"Viveiro";"(Teatro Nemesio)";"";"1930";"(antigua c/ Cayuela)";"GALICIA"
"Xinzo de Limia";"Cine Gesma";"3";"2000";"c/ Arnoia, 28";"GALICIA"
"Alaior";"Cine Centro Cultural (""Es Cine"")";"3";"1980";"c/ Es Carreró, s/n";"BALEARES"
"Andratx";"Cine des Port (Cine Puerto, Teatre del Port)";"2";"1936";"c/ des Port, 62 (Port d'Andratx)";"BALEARES"
"Artá";"Oasis Cinema";"1";"1940";"Artá";"BALEARES"
"Binissalem";"Cine Born (Cine Borne)";"2";"1960";"Passeig del Born, 10";"BALEARES"
"Bunyola";"Cine Colón";"2";"1940";"c/ Padre Bartolomé Capuchino, 5";"BALEARES"
"Cala Ratjada";"Cine Juva";"1";"1955";"c/ de l'Agulla, 20";"BALEARES"
"Calviá";"Cine Calviá";"2";"1934";"c/ Jaume III";"BALEARES"
"Campanet";"Cine Principal";"2";"1940";"c/ Llorenç Riber, 6";"BALEARES"
"Campos";"Cine Modern (Cine Salón Moderno)";"2";"1925";"c/ Santanyí";"BALEARES"
"Capdepera";"Teatre Municipal de Capdepera (Teatro Principal, Cine Principal)";"3";"1951";"c/ Col.legi, 18";"BALEARES"
"Castell, Es";"Cine España (Casino Cine el Diamante, Cine Nueva España)";"2";"1914";"c/ Victori, 40";"BALEARES"
"Ciutadella de Menorca";"Cinema Calós (Cine Calós, Cinema Ca‐Lós)";"3";"1920";"c/ María Auxiliadora, 10";"BALEARES"
"Ciutadella de Menorca";"Cinemes Canal Salat";"3";"2001";"c/ Sant Antoni Maria Claret, s/n";"BALEARES"
"Costitx";"Cine Nou";"2";"1955";"c/ Rafael Horrach, s/n";"BALEARES"
"Eivissa";"Multicines Eivissa";"3";"1998";"Avda. de Cubells, s/n";"BALEARES"
"Eivissa";"Nou Cartago (Cartago Cinema, Nuevo Cartago)";"1";"1969";"c/ Vía Púnica";"BALEARES"
"Esporles";"Cine Coliseum";"2";"1930";"c/ Coliseo, 4";"BALEARES"
"Esporles";"Teatro Sa Casa des Poble (Cine Teatro de la Casa del Pueblo)";"3";"1930";"c/ Casa del Pueblo, 8";"BALEARES"
"Felanitx";"Auditori Municipal (Cine Felanitx)";"3";"1960";"Passeig Ramon Llul, 25";"BALEARES"
"Inca";"Mercantil Cinema (Café Cine Mercantil)";"2";"1940";"Pl. Espanya, s/n";"BALEARES"
"Inca";"Teatro Principal";"1";"1913";"c/ Teatre, 10";"BALEARES"
"Lloret de Vistalegre";"Cine Moderno (""Can Putxet"")";"2";"1916";"Pl. Verge de Loreto";"BALEARES"
"Llubí";"Teatre Municipal (Teatre Principal de Llubí)";"3";"1927";"c/ Ample de Llubí";"BALEARES"
"Llucmajor";"Cine Principal (Teatro del Patronato Social Femenino, Teatro Principal)";"1";"1935";"c/ Sant Francesc, 29";"BALEARES"
"Llucmajor";"Nuevo Cinema";"2";"1927";"c/ Bons Aires, 1, esquina Pl. Espanya";"BALEARES"
"Llucmajor";"Teatro Recreatiu (Teatro Recreativo, Cine Recreativo, Cinema Recreatiu)";"3";"1913";"c/ Sa Fira, 4";"BALEARES"
"Manacor";"Cine Goya (Cinema Goya)";"1";"1957";"c/ Pare Andreu Fernández esquina c/ Rei";"BALEARES"
"Manacor";"Cine Imperial (Sala Imperial)";"2";"1953";"c/ Rector Caldentey, 4";"BALEARES"
"Manacor";"Cine Novedades";"1";"1940";"c/ Germáns Pinzón";"BALEARES"
"Manacor";"Multicines Manacor";"3";"1990";"c/ Bas, s/n";"BALEARES"
"Maó";"Cine Nuevo Alcázar (Teatro del Casino El Recreo, Cosmopolitan Cine, Cine Coliseum CineAlcázar)";"1";"1924";"c/ Santa Anna, 27";"BALEARES"
"Maó";"Sala Augusta (Cine Actualidades)";"1";"1948";"c/ Ramón y Cajal, 11";"BALEARES"
"Maó";"Salón Victoria";"1";"1917";"c/ Sant Roc, 24";"BALEARES"
"María de la Salut";"Cine Moderno";"2";"1941";"c/ Nou, 49";"BALEARES"
"Marratxí";"Cine Ideal (Salón Ideal)";"2";"1923";"c/ Antoni Maura, 49 (Pont d'Inca)";"BALEARES"
"Marratxí";"Es Cine de Pòrtol (Cine El Dorado, Cine Dorado, Cine de Portol)";"1";"1927";"c/ Major, 133 (Pou des Coll, Pòrtol)";"BALEARES"
"Mercadal, Es";"Cine Juventud (Salón Cine Juventud, ""Can Serra"")";"2";"1920";"Pl. General Galbis esquina con c/ Maestro Garí";"BALEARES"
"Migjorn Gran, Es";"Bar Teatro La Palmera (Teatro La Palmera)";"2";"1959";"c/ Major, 83‐85";"BALEARES"
"Montuïri";"Cine Royal";"2";"1915";"c/ Major";"BALEARES"
"Muro";"Teatre Municipal (Teatro Principal, Teatro Maravillas, Teatro Meravelles, Teatre Ateneu)";"3";"1920";"c/ Joan Carles I, 27";"BALEARES"
"Palma";"Cine Actualidades";"2";"1932";"Plaça del Mercat, 8";"BALEARES"
"Palma";"Cine Alejandra (Cine Doré, Cine Dorado)";"2";"1913";"c/ Nuno Sanz, 33";"BALEARES"
"Palma";"Cine Astoria (Sala Astoria)";"1";"1939";"c/ de la Riera, 5";"BALEARES"
"Palma";"Cine Born (Cine Borne)";"2";"1931";"Passeig del Born, 27";"BALEARES"
"Palma";"Cine Fantasio (Sala X)";"1";"1930";"c/ Joan Bauza, 10";"BALEARES"
"Palma";"Cine Iris (Cinema Iris)";"1";"1942";"c/ Mestre Chapí, 1. El Vivero";"BALEARES"
"Palma";"Cine Odeón";"3";"1972";"c/ Canonge Antoni Sancho, 15 (Barrio Son Cladera, Cort)";"BALEARES"
"Palma";"Cine Palacio Avenida (Palacio Cinema)";"2";"1943";"Avda. Alexandre Roselló, 42";"BALEARES"
"Palma";"Cine Victoria";"2";"1955";"(Lloseta)";"BALEARES"
"Palma";"Cine Victoria (Cine Patrio)";"2";"1913";"(Santa Catalina)";"BALEARES"
"Palma";"Cine Ciutat (Cine Renoir Palma, Cines Renoir)";"3";"1996";"c/ Emperadriu Eugènia, 6 (S'Escorxador)";"BALEARES"
"Palma";"Cines Augusta (Sala Augusta)";"3";"1946";"c/ Joan March Ordinas, 2";"BALEARES"
"Palma";"Cines Lumière (Cinema Lumière)";"2";"1960";"c/ Jaume II, 21";"BALEARES"
"Palma";"Multicines Chaplin (Cines Chaplin)";"1";"1978";"c/ Josep D. Metge, 8";"BALEARES"
"Palma";"Multicines Metropolitan (Cine Metropol, Cine Metropolitan Palace, Cines Metropolitan)";"1";"1944";"c/ Gabriel Llabrés, 14 (Barrio de Pere Garau)";"BALEARES"
"Palma";"Multicines Porto Pí Terrazas (Multicines Porto Pí)";"1";"1999";"Avda. Gabriel Roca, 54";"BALEARES"
"Palma";"Multicines Rívoli (Sala Rívoli, Cine Rívoli, Cines Rívoli)";"3";"1959";"c/ Antonio Marques, 25‐27";"BALEARES"
"Palma";"Sala Regina";"2";"1940";"c/ Robert Graves, 56 bajo (El Terreno)";"BALEARES"
"Palma";"Sala Rialto (Salón Rialto, Teatro Cine Rialto)";"2";"1926";"c/ Sant Feliu, 3";"BALEARES"
"Palma";"Teatro Balear (Teatro del Ensanche)";"2";"1909";"Pl. del Rosselló";"BALEARES"
"Palma";"Teatro de la Asistencia Palmesana";"1";"1920";"c/ Lulio";"BALEARES"
"Petra";"Cine Principal";"2";"1940";"c/ Manacor esquina c/ Palma";"BALEARES"
"Pobla, Sa";"Cine Principal (Teatro Cine Principal, ""Can Guixà"")";"1";"1917";"c/ Muntanya, 15";"BALEARES"
"Pollença";"Cine Capitol (Capitol Cinema)";"1";"1946";"Pl. Mayor, 6 esquina c/ Antoni Maura";"BALEARES"
"Pollença";"Cine Formentor";"2";"1941";"c/ de la Mar, 11";"BALEARES"
"Pollença";"Cine Moderno (Salón Moderno)";"2";"1927";"c/ Alcudia, 6, esquina c/ Munar";"BALEARES"
"Pollença";"Tuky's Art Club (Cine Bocolis)";"2";"1990";"c/ Metge Llopis, 5 (Puerto de Pollença)";"BALEARES"
"Porreres";"Auditori Municipal (Principal Cinema)";"3";"1945";"c/ Almoina, 69";"BALEARES"
"Puigpunyent";"Cine Gloria";"2";"1944";"Ctra. Nova de Estellencs, 5";"BALEARES"
"Salines, Ses";"Cine Recreativo";"2";"1946";"Pl. Sant Bartomeu, 4 (Ca na Maria Vela)";"BALEARES"
"Salines, Ses";"Teatro Novedades";"1";"1942";"Pl. Sant Bartomeu";"BALEARES"
"Sant Antoni de Portmany";"Cine Regio";"3";"1972";"c/ Barcelona, 5";"BALEARES"
"Sant Antoni de Portmany";"Cine Torres";"1";"1931";"c/ Bisbe Torres, 2";"BALEARES"
"Sant Josep de";"Cine Jardín (""Can Jeroni"", Sala Jardí)";"3";"1959";"c/ sa Talaia, 21";"BALEARES"
"Sant Llorenç";"Cine Ideal";"1";"1950";"c/ Sant Llorenç, 36";"BALEARES"
"Santa Eugènia";"Cine Centro Católico";"3";"1950";"c/ Esglèsia";"BALEARES"
"Santa Eulària";"Teatro España (Cine Teatro España)";"3";"1929";"c/ Sant Jaume, 81";"BALEARES"
"Santa Margalida";"Cine Lírico (Cine Nuevo, Cine Nou, ""Can Font"")";"1";"1928";"Pl. de la Vila, 3";"BALEARES"
"Santa Margalida";"Cine Principal (Teatro Principal, Cine Viejo, ""Can Verga"")";"1";"1912";"c/ Constitució, 3";"BALEARES"
"Santanyí";"Teatre Principal (Teatro Principal, Cine Principal)";"3";"1925";"c/ Obispo Verger";"BALEARES"
"Sencelles";"Oasis Cinema (Cine Oasis)";"2";"1955";"c/ Caridad";"BALEARES"
"Sineu";"Cine Monumental (Cine de Sineu)";"2";"1932";"c/ Son Torrens, 9";"BALEARES"
"Sóller";"Cine Fantasio";"1";"1934";"c/ Sant Jaume, 3";"BALEARES"
"Sóller";"Teatro Victoria (Teatro Parroquial Victoria)";"3";"1911";"c/ de la Victòria esquina c/ 11 de Maig";"BALEARES"
"Vilafranca de Bonany";"Teatre Municipal (Cine Parroquial)";"3";"1941";"c/ Sant Martí, 27";"BALEARES"
"Agoncillo";"Cine Coso";"2";"1955";"Pl. del Castillo";"LA RIOJA"
"Alcanadre";"Cine La Unión";"2";"1947";"c/ Pilares, 58";"LA RIOJA"
"Aldeanueva de Ebro";"Cine ARCA (Cine Rada)";"3";"1957";"Avda. de Navarra, 36";"LA RIOJA"
"Alesanco";"Cine Marqués de la Ensenada";"2";"1955";"Ctra. San Millán";"LA RIOJA"
"Alesanco";"Ideal Cinema";"2";"1945";"c/ Mediodía";"LA RIOJA"
"Alfaro";"Sala de Cine Matiné (Cine Matiné)";"3";"1960";"Paseo Florida, 25";"LA RIOJA"
"Anguiano";"Cine Avenida";"1";"1955";"Anguiano";"LA RIOJA"
"Arnedo";"Nuevo Cinema";"3";"1957";"Paseo de la Constitución, 38";"LA RIOJA"
"Badarán";"Cine Parroquial (Salón Parroquial)";"1";"1951";"c/ Real, 69";"LA RIOJA"
"Bañares";"Cinema Bañares";"1";"1949";"c/ Real de Arriba";"LA RIOJA"
"Baños de Río Tobía";"Cine Martina";"2";"1948";"c/ Calvo Sotelo";"LA RIOJA"
"Briones";"Cine Delcar (Salón Cinema Delcar)";"2";"1920";"Pl. España";"LA RIOJA"
"Briones";"Cine San Juan";"2";"1950";"c/ San Juan, 13A";"LA RIOJA"
"Calahorra";"Cine Teatro Lope de Vega (Cine Lope de Vega, Teatro Lope de Vega, Minicine Lope deVega)";"2";"1960";"Glorieta de Quintiliano, s/n";"LA RIOJA"
"Calahorra";"Teatro Ideal (Ideal Cinema, Teatro Ideal Cinema)";"3";"1920";"c/ Teatro, 4";"LA RIOJA"
"Cuzcurrita de Río Tirón";"Cine Arzagón (Cine Arzagón nuevo)";"2";"1960";"c/ Carnicería";"LA RIOJA"
"Cuzcurrita de Río Tirón";"Cine Arzagón (Cinema Arzagón)";"2";"1954";"c/ Mayor, 33 esquina c/ Carnicería";"LA RIOJA"
"Ezcaray";"Cine Segura";"1";"1936";"Avda. de Navarra, 5‐7";"LA RIOJA"
"Fuenmayor";"Cine Gran Coliseo (Cine Teatro Gran Coliseo)";"3";"1931";"c/ Úbeda, 4";"LA RIOJA"
"Haro";"Cine Ces";"1";"1960";"c/ Arrabal, 12";"LA RIOJA"
"Logroño";"Cine Atenea";"2";"1963";"Avda. República Argentina, 1";"LA RIOJA"
"Logroño";"Cine Avenida (Sala Aural, Sala Norma)";"2";"1951";"Avda. Navarra, 5‐7";"LA RIOJA"
"Logroño";"Cines Moderno (Teatro Moderno, Cine Moderno)";"3";"2002";"Pl. Martinez Zaporta, 5";"LA RIOJA"
"Logroño";"Filmoteca Rafael Azcona (Cinema Social, Cine Rialto, Sala Gonzalo de Berceo)";"3";"1925";"c/ Calvo Sotelo, 11";"LA RIOJA"
"Logroño";"Ideal Cinema (Teatro Cine de Educación y Descanso)";"2";"1933";"c/ Los Baños, 3";"LA RIOJA"
"Logroño";"Teatro Bretón de los Herreros (Teatro Quintana, Teatro Principal, Teatro Bretón)";"3";"1901";"c/ Bretón de los Herreros, 11";"LA RIOJA"
"Nájera";"Cinema Club";"1";"1932";"c/ Mayor, 45";"LA RIOJA"
"Nájera";"Teatro‐Cine Doga (Cine Doga)";"3";"1955";"c/ Constantino Garrán, 11‐13";"LA RIOJA"
"Navarrete";"Cine Albéniz";"2";"1940";"c/ La Cruz, 2a";"LA RIOJA"
"Pradejón";"Cine Corpe";"2";"1966";"c/ Prado, 9";"LA RIOJA"
"Quel";"Cine Columna";"1";"1942";"Avda. La Rioja";"LA RIOJA"
"Quel";"Cine Frontón";"1";"1924";"Avda. La Rioja";"LA RIOJA"
"Rincón de Soto";"Cine Avenida";"3";"1943";"Avda. Príncipe Felipe, 66";"LA RIOJA"
"San Asensio";"Cine Cervantes";"2";"1940";"c/ Camino de Santo Domingo";"LA RIOJA"
"San Millán de";"Cine Dori";"2";"1950";"c/ Mayor";"LA RIOJA"
"San Vicente de";"Cine Buenos Aires";"1";"1948";"c/ José Antonio";"LA RIOJA"
"San Vicente de";"Ideal Cinema (Cine Perdigón)";"2";"1960";"Pl. Mayor";"LA RIOJA"
"Santo Domingo";"Teatro Cine Avenida (Teatro Avenida, Cine Avenida)";"3";"1951";"Avda. Juan Carlos I, 1";"LA RIOJA"
"El Villar de Arnedo";"Cine Los Ángeles";"1";"1948";"c/ Sol, 29";"LA RIOJA"
"Melilla";"Monumental Cinema";"2";"1932";"c/ Aguilar de Mera esq. c/ Ejército";"MELILLA"
"Melilla";"(Monumental Cinema Sport)";"";"";"Español";"MELILLA"
"Melilla";"Teatro Kursaal (Gran Teatro";"3";"1931";"c/ Cándido Lobera, 8 y c/ Pablo";"MELILLA"
"Melilla";"Kursaal, Gran Teatro Nacional, Gran Cine Nacional)";"";"";"Vallesca";"MELILLA"
"Melilla";"Teatro‐Cine Perelló (Gran Teatro Cine Perelló, Cine Perelló)";"3";"1932";"c/ General Polavieja, 35‐37";"MELILLA"
"Bilbo / Bilbao";"Cine Zurbarán";"2";"1955";"Lugar Barrio Caserío Larrazábal, 1";"PAIS VASCO"
"Bilbo / Bilbao";"Cines Capitol (Cine Capitol)";"2";"1958";"c/ Villarías, 10";"PAIS VASCO"
"Bilbo / Bilbao";"Cines Vistarama (Cine Vistarama)";"2";"1970";"c/ Nicolás Alcorta, 1";"PAIS VASCO"
"Agurain";"Cine Harresi Aretoa (Cine Agurain, Cine Harresi)";"3";"1962";"c/ Zapatari, 1";"PAIS VASCO"
"Andoain";"Cine Maiza";"2";"1955";"c/ Nagusia, 57";"PAIS VASCO"
"Aramaio";"Casa de Cultura (Salón Cultural Goicoechea)";"3";"1967";"c/ Nardeaga, 36 (Ibarra)";"PAIS VASCO"
"Aretxabaleta";"Zaraia Zinema (Cine Zaraia)";"3";"1960";"c/ Santa Cruz, 20";"PAIS VASCO"
"Arrasate / Mondragón";"Alai Zinema (Cinema Popular, Ideal Cinema)";"1";"1931";"c/ Iturriotz, 13";"PAIS VASCO"
"Arrasate / Mondragón";"Amaia Antzokia (Amaia Udal Antzokia)";"3";"1973";"c/ Otalora Lizentziaduna, 4‐6";"PAIS VASCO"
"Asparrena";"Cine Andra Mari Aretoa (Cine Andra Mari)";"3";"1955";"c/ Andra Mari, 6";"PAIS VASCO"
"Azpeitia";"Cine‐Teatro Soreasu (Salón Soreasu, Zinema Soreasu)";"3";"1952";"Pl. Pérez Agirre, 4";"PAIS VASCO"
"Barakaldo";"Coliseo San Vicente";"2";"1960";"c/ Elexpuro esquina c/ Elejalde";"PAIS VASCO"
"Basauri";"Social Antzokia (Cine Social)";"3";"1957";"c/ Nagusia, 2";"PAIS VASCO"
"Bergara";"Novedades Aretoa (Cine Salón Novedades, Cine Novedades)";"1";"1940";"Cantón Ikerleku, 2";"PAIS VASCO"
"Bermeo";"Batzoki de Bermeo (Teatro Ercilla, Cine Ercilla)";"1";"1934";"c/ Asktasun Bidea, 1";"PAIS VASCO"
"Bilbo / Bilbao";"Arteria Teatro Campos Elíseos (Teatro Campos Elíseos, Cine Campos)";"3";"1902";"c/ Bertendona, 3‐5";"PAIS VASCO"
"Bilbo / Bilbao";"Cine Consulado";"2";"1950";"c/ Rodríguez Arias, 17 y Alameda de Recalde, 46";"PAIS VASCO"
"Bilbo / Bilbao";"Cine Otxarkoaga (Cine Ocharcoaga)";"2";"1964";"Avda. Pau Casals, 19";"PAIS VASCO"
"Bilbo / Bilbao";"Coliseo Albia (Teatro Coliseo, Teatro Cine Coliseo Albia, Cine Albia)";"2";"1916";"Alameda de Urquijo, 13";"PAIS VASCO"
"Bilbo / Bilbao";"Kafe Antzokia (Cine San Vicente)";"2";"1951";"c/ San Vicente, 2‐4";"PAIS VASCO"
"Bilbo / Bilbao";"Mikeldi Zinemak (Cine Izaro, Cines Mikeldi)";"1";"1943";"c/ Alameda de Urquijo, 65";"PAIS VASCO"
"Bilbo / Bilbao";"Multicines 7 (Multicines 8, Multicines Bilbao)";"3";"1977";"c/ Jose María Escuza, 13‐15";"PAIS VASCO"
"Bilbo / Bilbao";"Sala BBK (Cine Gran Vía)";"3";"1951";"Gran Vía López de Haro, 19‐21";"PAIS VASCO"
"Bilbo / Bilbao";"Sala Filarmónica (Teatro Filarmónica, Cine Filarmónica)";"3";"1904";"c/ Marqués del Puerto, 2";"PAIS VASCO"
"Bilbo / Bilbao";"Teatro Ayala";"2";"1943";"c/ Manuel Allende, 16, c/ Doctor Areilza, y c/ Pérez Galdós";"PAIS VASCO"
"Campezo";"Centro Cultural Campezo";"3";"1946";"c/ Debajo de las Casas, 2 (Santa";"PAIS VASCO"
"Campezo";"Kultur Etxea (Cine Cresce)";"";"";"Cruz de Campezo)";"PAIS VASCO"
"Deba";"Cine Zubelzu";"1";"1970";"c/ Lertsundi, 9";"PAIS VASCO"
"Derio";"Gurea Aretoa (Cine Gurea)";"3";"1955";"c/ Lainomendi, 2";"PAIS VASCO"
"Donostia / San Sebastián";"Cine Actualidades";"2";"1951";"c/ Arrasate, 12";"PAIS VASCO"
"Donostia / San Sebastián";"Cine Bellas Artes (Palacio de Bellas Artes, Teatro Bellas Artes)";"1";"1914";"c/ Urbieta con c/ Prim";"PAIS VASCO"
"Donostia / San Sebastián";"Cine Novedades (Salón Novedades)";"2";"1945";"c/ Garibai, 34 y 36";"PAIS VASCO"
"Donostia / San Sebastián";"Cine Petit Casino (Petit Casino, Cine Pequeño Casino)";"2";"1925";"c/ Mayor, 1";"PAIS VASCO"
"Donostia / San Sebastián";"Cines Antiguo Berri (Cine Berri, Cines Berri)";"3";"2005";"Avda. Zarautz, 1";"PAIS VASCO"
"Donostia / San Sebastián";"Cines Príncipe (Teatro del Príncipe, Cine Príncipe)";"3";"1922";"c/ San Juan, 10";"PAIS VASCO"
"Donostia / San Sebastián";"Cines Trueba (Teatro‐Cine Trueba)";"3";"1991";"c/ Secundino Esnaola, 2";"PAIS VASCO"
"Donostia / San Sebastián";"Teatro Principal";"3";"1933";"c/ Nagusia,1‐3";"PAIS VASCO"
"Donostia / San Sebastián";"Teatro Victoria Eugenia";"3";"1912";"Pl. República Argentina, s/n";"PAIS VASCO"
"Durango";"Gran Cinema Zugaza (Cine Auza, Cine Zugaza)";"3";"1927";"c/ Uribarri, 8";"PAIS VASCO"
"Eibar";"Cine Unzaga (Salón Unzaga)";"1";"1968";"Pl. Unzaga, 5";"PAIS VASCO"
"Eibar";"Coliseo Antzokia (Cine Coliseo)";"3";"1952";"c/ Mercado, 2";"PAIS VASCO"
"Elciego";"Ideal Cinema";"2";"1936";"c/ Cantón de la Concepción, 8";"PAIS VASCO"
"Elgoibar";"Herriko Antzokia (Cine Capitol)";"3";"1955";"c/ Uparitzaga Kalea, 7";"PAIS VASCO"
"Elorrio";"Arriola Antzokia (Cine Arriola, Arriola Kultur Aretoa)";"3";"1955";"c/ Elizburu, 3 Elizburu, 3";"PAIS VASCO"
"Elorrio";"Cine Ideal (Salón Cinema Ideal)";"2";"1923";"c/ San Pío X, 20";"PAIS VASCO"
"Elorrio";"Cine Udala";"2";"1955";"c/ San Vicente 2, esq. Con c/ Arkitekto Kapelastegui";"PAIS VASCO"
"Etxano";"Zornotza Aretoa";"3";"1964";"c/ Urbano Larruzea, s/n";"PAIS VASCO"
"Gernika‐Lumo";"Cinema Gernika (Cine Los Tilos)";"2";"1945";"c/ Artekalea, 8";"PAIS VASCO"
"Gernika‐Lumo";"Lizeo Antzokia (Teatro Liceo)";"3";"1945";"c/ 8 de enero";"PAIS VASCO"
"Getxo";"Gran Cinema Las Arenas (Gran Cinema, Cine Zamacona)";"2";"1931";"c/ Las Mercedes, 21";"PAIS VASCO"
"Getxo";"Teatro Cine Social (Cine Casa Social de Las Arenas)";"2";"1929";"c/ Las Mercedes, 6";"PAIS VASCO"
"Irún";"Amaia Kultur Zentroa (Cine Amaia)";"3";"1955";"Pl. Pío XII, s/n";"PAIS VASCO"
